Stock,Expiry,Strike,CE_LTP,CE_OI,PE_LTP,PE_OI,Stock_LTP,Stock_%_Change,timestamp,Max_Pain
360ONE,2026-01-27,960.0,248.0,0.0,2.4,1500.0,1191.6,0.0,2025-12-31 08:28,2055
360ONE,2026-01-27,1000.0,217.6,0.0,7.0,3000.0,1191.6,0.0,2025-12-31 08:28,1443
360ONE,2026-01-27,1020.0,145.5,0.0,3.6,500.0,1191.6,0.0,2025-12-31 08:28,1141
360ONE,2026-01-27,1040.0,189.4,0.0,4.1,500.0,1191.6,0.0,2025-12-31 08:28,842
360ONE,2026-01-27,1060.0,129.8,3000.0,10.8,500.0,1191.6,0.0,2025-12-31 08:28,543
360ONE,2026-01-27,1080.0,113.0,2000.0,11.2,10500.0,1191.6,0.0,2025-12-31 08:28,291
360ONE,2026-01-27,1100.0,97.65,0.0,15.0,15500.0,1191.6,0.0,2025-12-31 08:28,36
360ONE,2026-01-27,1120.0,140.2,0.0,19.4,500.0,1191.6,0.0,2025-12-31 08:28,-222
360ONE,2026-01-27,1140.0,66.0,1000.0,25.0,5500.0,1191.6,0.0,2025-12-31 08:28,-457
360ONE,2026-01-27,1160.0,51.75,17000.0,30.75,21500.0,1191.6,0.0,2025-12-31 08:28,-685
360ONE,2026-01-27,1180.0,39.15,38000.0,53.9,32000.0,1191.6,0.0,2025-12-31 08:28,-807
360ONE,2026-01-27,1200.0,30.0,196500.0,59.55,60500.0,1191.6,0.0,2025-12-31 08:28,-835
360ONE,2026-01-27,1220.0,23.45,30000.0,135.9,0.0,1191.6,0.0,2025-12-31 08:28,-95
360ONE,2026-01-27,1240.0,17.45,12000.0,110.0,500.0,1191.6,0.0,2025-12-31 08:28,544
360ONE,2026-01-27,1260.0,12.7,23500.0,164.5,0.0,1191.6,0.0,2025-12-31 08:28,1154
360ONE,2026-01-27,1280.0,10.8,49500.0,113.9,1000.0,1191.6,0.0,2025-12-31 08:28,1826
360ONE,2026-01-27,1300.0,7.45,4000.0,130.0,1000.0,1191.6,0.0,2025-12-31 08:28,2611
360ONE,2026-01-27,1320.0,9.15,1000.0,186.65,0.0,1191.6,0.0,2025-12-31 08:28,3354
360ONE,2026-01-27,1360.0,4.25,27000.0,215.8,0.0,1191.6,0.0,2025-12-31 08:28,4865
ABB,2026-01-27,4300.0,875.25,250.0,5.05,500.0,5138.5,0.0,2025-12-31 08:28,29767
ABB,2026-01-27,4400.0,786.0,625.0,73.0,0.0,5138.5,0.0,2025-12-31 08:28,26494
ABB,2026-01-27,4500.0,836.5,0.0,6.5,2625.0,5138.5,0.0,2025-12-31 08:28,23256
ABB,2026-01-27,4550.0,663.35,500.0,82.2,0.0,5138.5,0.0,2025-12-31 08:28,21624
ABB,2026-01-27,4600.0,761.7,0.0,116.65,0.0,5138.5,0.0,2025-12-31 08:28,20029
ABB,2026-01-27,4650.0,576.5,0.0,9.0,2375.0,5138.5,0.0,2025-12-31 08:28,18401
ABB,2026-01-27,4700.0,690.5,0.0,11.1,10000.0,5138.5,0.0,2025-12-31 08:28,16782
ABB,2026-01-27,4750.0,507.25,0.0,137.05,0.0,5138.5,0.0,2025-12-31 08:28,15205
ABB,2026-01-27,4800.0,623.2,0.0,18.85,15500.0,5138.5,0.0,2025-12-31 08:28,13639
ABB,2026-01-27,4850.0,443.35,0.0,172.15,0.0,5138.5,0.0,2025-12-31 08:28,12121
ABB,2026-01-27,4900.0,560.25,0.0,210.7,0.0,5138.5,0.0,2025-12-31 08:28,10632
ABB,2026-01-27,4950.0,384.75,0.0,212.5,0.0,5138.5,0.0,2025-12-31 08:28,9143
ABB,2026-01-27,5000.0,232.75,14625.0,49.15,71375.0,5138.5,0.0,2025-12-31 08:28,7654
ABB,2026-01-27,5050.0,331.55,0.0,258.25,0.0,5138.5,0.0,2025-12-31 08:28,6585
ABB,2026-01-27,5100.0,163.1,19500.0,81.75,22500.0,5138.5,0.0,2025-12-31 08:28,5527
ABB,2026-01-27,5150.0,132.5,7500.0,97.6,5750.0,5138.5,0.0,2025-12-31 08:28,4812
ABB,2026-01-27,5200.0,110.9,94875.0,125.65,83750.0,5138.5,0.0,2025-12-31 08:28,4073
ABB,2026-01-27,5250.0,84.0,10250.0,165.0,6000.0,5138.5,0.0,2025-12-31 08:28,4183
ABB,2026-01-27,5300.0,69.55,47500.0,194.3,17750.0,5138.5,0.0,2025-12-31 08:28,4362
ABB,2026-01-27,5350.0,203.35,0.0,426.9,0.0,5138.5,0.0,2025-12-31 08:28,4866
ABB,2026-01-27,5400.0,39.4,35000.0,266.0,5500.0,5138.5,0.0,2025-12-31 08:28,5384
ABB,2026-01-27,5450.0,170.4,0.0,492.9,0.0,5138.5,0.0,2025-12-31 08:28,6096
ABB,2026-01-27,5500.0,271.45,0.0,361.9,17000.0,5138.5,0.0,2025-12-31 08:28,6817
ABB,2026-01-27,5550.0,141.8,0.0,330.0,125.0,5138.5,0.0,2025-12-31 08:28,7007
ABB,2026-01-27,5600.0,13.75,10000.0,452.0,15500.0,5138.5,0.0,2025-12-31 08:28,7809
ABB,2026-01-27,5650.0,117.55,0.0,637.95,0.0,5138.5,0.0,2025-12-31 08:28,8056
ABB,2026-01-27,5700.0,10.0,37500.0,547.7,5625.0,5138.5,0.0,2025-12-31 08:28,8990
ABB,2026-01-27,5750.0,96.45,0.0,715.8,0.0,5138.5,0.0,2025-12-31 08:28,9869
ABB,2026-01-27,5800.0,7.0,375.0,590.0,2000.0,5138.5,0.0,2025-12-31 08:28,11018
ABB,2026-01-27,5850.0,8.0,125.0,797.1,0.0,5138.5,0.0,2025-12-31 08:28,12062
ABB,2026-01-27,5900.0,8.0,125.0,790.55,0.0,5138.5,0.0,2025-12-31 08:28,13224
ABB,2026-01-27,6000.0,3.8,8625.0,832.0,27500.0,5138.5,0.0,2025-12-31 08:28,15549
ABB,2026-01-27,6100.0,7.5,875.0,955.0,18750.0,5138.5,0.0,2025-12-31 08:28,15950
ABCAPITAL,2026-01-27,280.0,0.0,0.0,0.75,21700.0,349.3,0.0,2025-12-31 08:28,23962
ABCAPITAL,2026-01-27,300.0,50.8,846300.0,0.45,151900.0,349.3,0.0,2025-12-31 08:28,11523
ABCAPITAL,2026-01-27,310.0,41.0,114700.0,0.85,378200.0,349.3,0.0,2025-12-31 08:28,10595
ABCAPITAL,2026-01-27,315.0,35.5,3100.0,1.2,105400.0,349.3,0.0,2025-12-31 08:28,8669
ABCAPITAL,2026-01-27,320.0,30.9,93000.0,1.6,412300.0,349.3,0.0,2025-12-31 08:28,6358
ABCAPITAL,2026-01-27,325.0,27.25,24800.0,2.25,176700.0,349.3,0.0,2025-12-31 08:28,4523
ABCAPITAL,2026-01-27,330.0,25.6,151900.0,3.0,917600.0,349.3,0.0,2025-12-31 08:28,2594
ABCAPITAL,2026-01-27,335.0,20.15,15500.0,4.1,362700.0,349.3,0.0,2025-12-31 08:28,1287
ABCAPITAL,2026-01-27,340.0,16.45,248000.0,5.45,973400.0,349.3,0.0,2025-12-31 08:28,-62
